"Chaitanya puri,17.3527981,78.5469959",14
"Chaitanya school j,17.5016155,78.4155761",18
"Chan,28.58668951497552,77.06432526257062",4
"Chandigarh,30.3271261,76.8358775",10
"Chattrinaka Ol,17.342964648796254,78.51979903499866",14
"Chengalpattu, Thimmavaramm padavattaman street Tamil Nadu India,12.91592,80.0872633",63
"Chenn,13.052713956995357,80.12403574577341",5
"Chennai,13.031372284933457,80.25136251514337",7
"Chikit,17.502451500092967,78.51403199136257",6
"Chikiti,17.502451500092967,78.51403199136257",7
"Chikiti Gar,17.502451500092967,78.51403199136257",11
"Chikiti Gardens Jeev,17.502451500092967,78.51403199136257",20
"Chikiti Gardens Jeeva,17.502451500092967,78.51403199136257",21
"Chowk, Nala Par Keshari Nagar,Rajiv Nagar ,Patna,Bihar,India,800024,25.6053572,85.1377266",67
"Chtrapati Nagar Jain Ma,22.71947,75.90846",23
"Cit,12.897250463075135,77.52949246754144",3
"City Montessori School, Aliganj II Campus, Sector N Aliganj Lucknow Uttar Pradesh India,26.903038,80.95227899999999",87
"Coastal Rock, 27, BOGADHI, Ring Rd, Mysuru, Karnataka 570026,12.3080219,76.6597175",60
"Coch,10.0198843,76.2935655",4
"Cocunut,19.0168287,73.0390952",7
"Csmt,19.0845777,72.8893927",4
"Cuba,12.985584598864772,77.60557450354099",4
"Cuttack,20.4526142,85.8907567",7
"D mart midtown square,19.2109,73.15764",21
"D mart midtown square kal,19.2109,73.15764",25
"D mart midtown square kalyan ba,19.2109,73.15764",31
"D-5/563,28.5051378,77.2485933",7
"D30 Rad,28.653662111769247,77.18734124334176",7
"Dada Gurudev Nagar, Sanganer, Jaipur, Rajasthan 303902Dada Gurudev Nagar, Sanganer, Jaipur, Rajasthan 303902,26.88203,75.75568",108
"Dawarka,28.45239,77.06801",7
"Dayal eatat,28.53559,77.21596",11
"Delhi,28.4611139,77.0060658",5
"Dhanshyam Kumar Ho,19.22239094568571,72.96135502745531",18
"Dilma,22.8037927,86.2067962",5
"Dodbalapur higway,13.0750941,77.4935435",17
"Dojha Tyagi Road, Budhera Uttar Pradesh India,29.0434205,77.314195",45
"Domino's,23.3812914,85.2944463",8
"Domino's pizza,26.8879578,81.0560007",14
"Door no, 137 mint st, near mahasakthi ho,13.05676,80.18744",40
"Door no, 137 mint st, near mahasakthi hotel sow,13.05676,80.18744",47
"Door no, 137 mint st, near mahasakthi hotel sowcarpet, George toe,13.05676,80.18744",65
"Door no, 137 mint st, near mahasakthi hotel sowcarpet, George town,13.05676,80.18744",66
"Door no, 137 mint st, near mahasakthi hotel sowcarpet, ger,13.05676,80.18744",58
"Dr Mutha,13.012335149916604,80.11118955910206",8
"Dr Muthai,13.012335149916604,80.11118955910206",9
"Dr. SSukhsagar bldg., Hughes road, N. S. Patkar marg, above kobe sizzlers, opera house,19.1623893,72.99663079999999",86
"Durgam cheruvu srini,17.433855,78.501414",20
"Dwarka,28.633035533156836,77.09781699821082",6
"E-239Karampura New deM48V+9M4, Block E, Karam Pura, New Delhi, Delhi 110015, India,28.6658631,77.1441132",82
"E-239Karampura nM48V+9M4, Block E, Karam Pura, New Delhi, Delhi 110015, India,28.6658631,77.1441132",77
"ESPLANADE METRO RAIL GATE,22.5805711,88.3426082",25
"East E,28.535506783656995,77.25814296943156",6
"Eelwe,30.3763555,77.8349322",5
"Ele,12.9672827,77.7571418",3
"Ele,12.9757717,77.60596780000002",3
"Esplanade relianc,22.59946949999999,88.3266999",17
"Etcnissan,19.202768,73.0898765",9
"F-113 P,28.45860048326753,77.01702166016047",7
"F-113 Phase 1,28.45860048326753,77.01702166016047",13
"F-113 Phase 1 Ne,28.45860048326753,77.01702166016047",16
"F-113 Phase 1 New Pa,28.45860048326753,77.01702166016047",20
"F1029 GALAXY NORTH AVENUE 2 GAUR CITY,28.5046265,77.4802365",37
"FC 114 salt la,22.5780872,88.40911",14
"FC 114 salt lake,22.5780872,88.40911",16
"FC 114 salt lake near indusind ba,22.5780872,88.40911",33
"FC 114 salt lake near indusind bank,22.5780872,88.40911",35
"Fab Expre,13.0503594,80.0917675",9
"Far,21.22122777873349,79.08122832989528",3
"Finix Mall,12.98202790270325,77.60872020568003",10
"GD GOENKA PUBLIC SCHOOL S BLOCK,28.487684962901305,77.1005952751653",31
"GH79,30.2515092,77.0502824",4
"GNIOT COLLEGE OF MANAGEMENT, Knowledge Park II Greater Noida Uttar Pradesh India gate no,28.4599386,77.49708319999999",88
"GNIOT COLLEGE OF MANAGEMENT, Knowledge Park II Greater Noida Uttar Pradesh India gate no. 1,28.4599386,77.49708319999999",91
"GST Road Guindy ra,13.0545552,80.1385698",18
"Gadital Hadpasar,18.56273,73.77991",16
"Galaxy north Avenue Apartment Gaur City 1 Noida extension,28.6577457,77.4312035",57
"Ganda,17.441408287265855,78.42101214888605",5
"Gandhi Nagar par,28.6503593,77.1830006",16
"Gandhi Nagar parta,28.6503593,77.1830006",18
"Gandhi Nagar partap gali,28.6503593,77.1830006",24
"Gandhiar Railway sta,23.1589297,72.6637149",20
"Gane, CDA Sector 11, Cuttack, Odisha 753014, India,20.4799455,85.818875",50
"Ganesh p, CDA Sector 11, Cuttack, Odisha 753014, India,20.4799455,85.818875",54
"Gate No 1, Versova Metro s,19.1304864,72.8207892",26
"Gate No.4 Karkardoom. court Vishwas Nagar Extension, Vishwas Nagar, Shahdara, New Delhi, Delhi 110032, India,28.6554545,77.2974415",108
"Gaur City 1 Noida,28.6819993,77.3609433",17
"Gautam Mod,17.34226444737738,78.50624704740802",10
"Gautam Model,17.34226444737738,78.50624704740802",12
"Goa Ai,19.0930819,72.8553956",6
"Gokalpuri T,28.670062609191145,77.29541040847455",11
"Gokalpuri Tata,28.670062609191145,77.29541040847455",14
"Golbs,22.576502049362823,88.44591996640753",5
"Golds,13.032122868000572,77.59461573415369",5
"Gor,22.9978995910073,72.6100990176877",3
"Gorguntepalya Met,13.075441168884756,77.55790495107009",17
"Govt School Pha,30.716624408226156,76.76810409779935",15
"Govt School Phase 2 Mohali,30.716624408226156,76.76810409779935",26
"Great Escape Water Park Road tilher Maharashtra India,19.4532746,72.8129008",53
"Great Escape Water Park Road tilher bus  Maharashtra India,19.4532746,72.8129008",58
"Gujarat Chambers Building,23.048966139201234,72.4788840516213",25
"Gulab chand chatrangi jewellerys,ravivar peth,18.5136725,73.86127",45
"Gupta matrRed Hills Road, Villivakkam Chennai Tamil Nadu India,13.0905193,80.1871036",62
"Gupta matriculation scRed Hills Road, Villivakkam Chennai Tamil Nadu India,13.0905193,80.1871036",74
"GuptaRed Hills Road, Villivakkam Chennai Tamil Nadu India,13.0905193,80.1871036",57
"Gur,28.442962646484375,77.04186811453417",3
"Gurgaon sector 42,28.6077489,77.0657135",17
"Gurudwara GawGhat,23.15040896597211,79.93489952979543",17
"Gurudwara GawaGhat,23.15040896597211,79.93489952979543",18
"Gurugra,28.6736786,77.2046491",7
"Gurugram Sector 14 Rajiv Nagar Near,28.6736786,77.2046491",35
"Gurugram Sector 14 Rajiv Nagar Near Ai,28.6736786,77.2046491",38
"Guwahati,26.1585308,91.8130048",8
"Guwahati Club Ro,26.1477,91.80451",16
"Guwahati Club Rot,26.1477,91.80451",17
"Guwahati Club Rota,26.1477,91.80451",18
"Habib ashokn,22.5115125,88.3292801",12
"Habib ashokna,22.5115125,88.3292801",13
"Habib ashoknagar,22.5115125,88.3292801",16
"Habib ashoknagar ta,22.5115125,88.3292801",19
"Hadpasar,18.56273,73.77991",8
"Hairmaster,30.659353344874383,76.56806727641859",10
"Hajia,19.118928692418258,72.88652615642158",5
"Hanum,28.55019979999999,77.3240103",5
"Hanuman nagar,patna20,25.6052763,85.1130857",21
"Hauz Khas,28.629041640114625,77.21140083864071",9
"Health Centre  Sector 22 Chandigarh,30.7366259,76.7316797",35
"Hem,12.9565155,74.80832149999999",3
"Holi,28.49585,77.40732",4
"Home, HOUSE NO. 17 PINK CITY COLONY, near Dr. Abdul Kalam Technical University, om Naya Khera, Jankipuram Extension, Lucknow, Uttar Pradesh 226021, India,26.9508392,80.9406267",153
"Hos,28.472162853761642,76.96934261198854",3
"Hot,18.62239644147882,73.82028958562746",3
"Hotel Madras G,13.067295483832492,80.25051572871375",14
"Hotel Madras Grand,13.067275644612675,80.25055235594074",18
"Hotel Naivedam A,18.62239644147882,73.82028958562746",16
"Hotel Nk G,30.91189,75.88045",10
"House no 8, Kripa Sindhu path, RG Baruah Rd, near Usha Court, Bhaskar Nagar, Guwahati, Assam 781024, India,26.1768695,91.7770642",106
"Hrs Bda,12.956317887578603,77.6445664885517",7
"Hsll No.1, Bombay Exhibition Center; Goregaon, Mu,19.115842,72.8723764",49
"Hsll No.1, Bombay Exhibition Center; Goregaon, Mumba,19.115842,72.8723764",52
"Hyd,17.39435112856189,78.38916270798192",3
"Hyd 1,17.39435112856189,78.38916270798192",5
"Hyderaba,17.42214,78.337023",8
"Hyderabad,17.4177435,78.485102",9
"I p sch,23.034962,72.548864",7
"I p schooli,23.034962,72.548864",11
"Ild,18.6572869,73.8060451",3
"Indore,23.1688135,75.7957318",6
"Indra Gandhi a,25.3409934,74.6240997",14
"Indraprastha Hotel ut,13.023518,77.586524",21
"Indraprastha Hotel uth,13.023518,77.586524",22
"Ion Digital Zone Adam Pur,23.2218205,77.4391642",25
"Ip,28.43960588146796,77.04088084656277",2
"Isckon N,12.90183,77.55513",8
"Isckon Ne,12.8931784,77.5492136",9
"JETn,28.482545083973942,77.01618712109557",4
"JNU , Agra - Jaipur Rd near New RTO Office Jagatpura Jaipur Rajasthan India,26.88268,75.75023",75
"JNU, Agra - Jaipur Rd near New RTO Office Jagatpura Jaipur Rajasthan India,26.88268,75.75023",74
"Jagannath Mandir Tyagra,28.46078339656999,77.09861038445702",23
"Jain Swetamber D,28.621651675798912,77.2162676813453",16
"Jain Swetamber Dh,28.621651675798912,77.2162676813453",17
"Jain Temple,Yelahanka, Gandhi Nagar Yelahanka Bengaluru Karnataka India,13.1681433,77.5976137",71
"Jaipur,26.896357538505196,75.83659395826989",6
"Jaln,29.07724409206616,77.65636767691974",4
"Jamhut,13.02234,77.65955",6
"Jankalyan Nagar Road, Mumbai 400095, MH,19.198703317947885,72.82096162095907",39
"Jay Hind Guest House,26.850225863602045,80.94785158460115",20
"Jay Mahlar Dhaba,19.18444,73.04234",16
"Jay Mahlar Dhaba S,19.18444,73.04234",18
"Jay Mahlar Dhaba Sect,19.18444,73.04234",21
"Jay Mahlar Dhaba Sector,19.18444,73.04234",23
"Jhandewalan, Cyca,28.70969,77.21706",17
"Jhandewalan, Na,28.70969,77.21706",15
"Jhandewalan, New Dea,28.70969,77.21706",20
"Jhandewalan, New Delhi Dela,28.70969,77.21706",27
"Jhandewalan, Newa,28.70969,77.21706",17
"Jhirana, Rajasthan India,26.9229198,75.8004461",24
"Jmj Foods,13.132871924736595,77.68275070935486",9
"John Mu,19.250532276946352,73.05420468568154",7
"Jpmc To,17.47202210219159,78.35879445075989",7
"K.s Mo,26.890860898445258,75.82460942685215",6
"K.s Motors,26.890860898445258,75.82460942685215",10
"K.s Motors Mahi,26.890860898445258,75.82460942685215",15
"KPHB community Hall, KPHB Phase 2 Kukatpally Hyderabad Telangana India Reddy's l,17.52037601617784,78.38916521365684",80
"KPHB community Hall, KPHB Phase 2 Kukatpally Hyderabad Telangana India redd,17.52037601617784,78.38916521365684",75
"KR,13.0261345,77.6670305",2
"Kalk,30.716391,76.745768",4
"Kalol,23.0264511,72.6008564",5
"Kalya,20.230763429979458,85.76960049569607",5
"Kamla Palace Kan,26.432940178098164,80.37569616870671",16
"Kan,28.44656182762403,77.0734458193482",3
"Kanhai Post Offic,28.44656182762403,77.0734458193482",17
"Karmakarpara near,22.5054788,88.3489775",17
"Karmakarpara near pintur,22.5054788,88.3489775",24
"Karnataka State Cooperative Apr,12.9594,77.64926",31
"Karnataka State Cooperative Aprx,12.9594,77.64926",32
"Karnataka Tamilnadu,12.933106997830405,77.5344138538566",19
"Karni Place  Ne,26.9109123,75.72892399999999",15
"Karni Place  Neej,26.9109123,75.72892399999999",17
"Karol Bagh Gate No 1 & 2, Kar,28.6442559,77.188603",29
"Kelkar tower gandhi cho,19.2125455,73.0897721",23
"Kelkar tower ghad,19.2125455,73.0897721",17
"Kiran Cinema Sevt,30.733917236328125,76.77085362381932",17
"Kiran Cinema Sevtor 2,30.733917236328125,76.77085362381932",21
"Kiran Cinema Sevtor 22,30.733917236328125,76.77085362381932",22
"Kmc Eg,13.11066,80.28503",6
"Kmc Ega,13.11066,80.28503",7
"Koc,8.5171277,76.9595068",3
"Koh,28.626517498253197,77.10634119609358",3
"Kolkata,22.475492875083198,88.36500651395853",7
"Koner,16.49115,80.66306",5
"Koneru,16.501134452036702,80.6507938684",6
"Koneru,16.49115,80.66306",6
"Koneru Poo,16.49115,80.66306",10
"Kreozl,13.10204,77.63133",6
"Kreozlegal,13.10204,77.63133",10
"Kreozlegalsol,13.10204,77.63133",13
"Krishnapuri Path, Ram Nagar Colony, Arrah, Bihar, India,25.5485626,84.641407",55
"Kubwe,25.309632806854122,82.99188678647897",5
"Kucha Bri,28.54336166578197,77.37442026412981",9
"Kum,13.046976797521921,80.24869589511462",3
"L 256 shastri nagar delhi,28.7806209,77.0538071",25
"LIG B 278 A S,17.53292,78.4865",13
"Laksh,12.9399673,77.6910589",5
"Lal kila,28.6534914,77.1865993",8
"Littke,22.71556627816932,75.90109727468995",6
"Loading...ho,19.0561821,72.8392798",12
"Loir,13.0336969,80.2305338",4
"Loire,13.0336969,80.2305338",5
"Looks Ghazia,28.653378,77.19136999999999",12
"Lotus Corporate Park,G Wing- 19th floor,Off Western Express Highway,Geetanjali Railway Colony,Laxmi Nagar,Goregaon,Mumbai,Maharash,19.2691953,72.9699294",130
"Luck,18.912374809228716,72.8220182131838",4
"Lucknow,26.7989754,80.5001883",7
"MGR illam arcot road t nagar,13.0841678,80.2703121",28
"Madhavaram To,13.123019922698939,80.23190658347826",13
"Mahada Colo,21.15126603284566,79.0890090913317",11
"Mahada Colony,21.15126603284566,79.0890090913317",13
"Mahada Colony Tul,21.15126603284566,79.0890090913317",17
"Mahada Colony Tulsi,21.15126603284566,79.0890090913317",19
"Mahada Colony Tulsina,21.15126603284566,79.0890090913317",21
"Mahada Colony Tulsinaga,21.15126603284566,79.0890090913317",23
"Mahakaleshwar Jyotirlinga, Jaisinghpura Ujjain Madhya Pradesh India,23.17377,75.7945456",67
"Mahakaleshwar Jyotirlinga, Jaisinghpura Ujjain gate no 5 Madhya Pradesh India,23.17377,75.7945456",77
"Mahakaleshwar Jyotirlinga, Jaisinghpura UjjainMadhya Pradesh India,23.17377,75.7945456",66
"Mahindar Nagar S,19.111035983776482,72.88180136501148",16
"Mahindarna,19.111035983776482,72.88180136501148",10
"Maj,25.5798615,85.1061818",3
"Maj,12.8919022917366,77.4650266218983",3
"Maj,15.242768,78.6030191",3
"Majest,12.982382572062171,77.56275337189436",6
"Maknu,28.9275473,77.0587921",5
"Manandana Appartme,12.979313563263247,77.7130879885651",18
"Manandana Appartmen,12.979313563263247,77.7130879885651",19
"Manasirr,12.972879316849282,77.61136085171597",8
"Manavala,12.9325762,80.17814589999999",8
"Manga,19.072426976651368,72.82695628709423",5
"Mani,19.1132458,72.8609887",4
"Manish,19.1132458,72.8609887",6
"Mari,13.088611196738745,80.17150674022747",4
"Mariamman kovil street  rathe ther,13.0396487,80.1910965",34
"Mas,12.948394021964926,77.71597836707187",3
"Master Minds U,17.29061653403311,78.53553259364827",14
"Master Minds Ud,17.29061653403311,78.53553259364827",15
"Mathiazhagan st,12.9325762,80.17814589999999",15
"Mathruchhaya sec 2 Belap,19.069779361643345,73.00165735902884",24
"Mayfl,25.61258470048348,85.12355927377939",5
"Mayresh Shrishti ',19.1587777,72.9369137",18
"Mayresh Shrishti 'C',19.1587777,72.9369137",20
"Mba Guru,28.713217685205016,77.12987589145237",8
"McDonald's college road,19.9655278,73.75349",23
"McDonalds church stree,12.9773597,77.6266128",22
"Mettukuppam kann,12.9361601,80.2390293",16
"Modi Enclave,30.914980024067564,75.85624129700662",12
"Moh,30.7385806,76.678648",3
"Mohali,30.7022795,76.8219451",6
"Morampudi.t,16.5306498,80.6057561",11
"Morampudi.tem,16.5306498,80.6057561",13
"Ms gas agency rajgarh ro,26.1554879,91.7905167",24
"Mul,23.049324637489438,72.47872027103368",3
"Mum,21.23116706965212,72.90276121354931",3
"Mumbra Devi Temple Mumn,19.184191220008895,73.04041690489419",23
"My Soho Mohali,30.74081,76.66553",14
"Mysuru,12.342353334177655,76.65174706962539",6
"NSB AcaSingena Agrahara Rd, Chinthalamadivala, Bengaluru, Karnataka 560099, India,12.8389454,77.7136528",81
"Naga,13.0036735,77.6194908",4
"Nagadevanahalli, Bengaluru Karnataka India,12.9741205,77.5225362",42
"Nagarakunta,17.495099561860364,78.35664022413961",11
"Nagarjunn,25.2764342,82.99340749999999",9
"Nagarjunna,25.2764342,82.99340749999999",10
"Nagarjunna Host,25.2764342,82.99340749999999",15
"Nagp,20.05701900733502,78.95597432741829",4
"Nagpu,21.2164722,79.0619615",5
"Nagpur,20.05701900733502,78.95597432741829",6
"Nagpur,21.2164722,79.0619615",6
"Nako,31.336223211557833,75.54986777355171",4
"Nakoda,31.336117097725165,75.54789479242937",6
"Namrata Enclave, pratignya hall , samarth path  Ganesh Nagar Karve Nagar Pune Maharashtra India,18.5258886,73.8537296",95
"Namrata Enclave, samarth Ganesh Nagar Karve Nagar Pune Maharashtra India,18.5258886,73.8537296",72
"Nandi,12.89183990477337,77.59689972809451",5
"Narayani Mata Mandir, clock Hari Nagar New Delhi Delhi India,28.6408967,76.9834417",60
"Narayani Mata Mandir, clock t Hari Nagar New Delhi Delhi India,28.6408967,76.9834417",62
"Narayani Mata Mandir, clock to Hari Nagar New Delhi Delhi India,28.6408967,76.9834417",63
"National P,23.21054141464929,77.43202376355626",10
"National Paints,23.21054141464929,77.43202376355626",15
"Nev Delhi,28.4491083,76.9321434",9
"New,22.321333135805638,73.13736096024513",3
"New Aatish Market,metro  Shanthi Nagar Mansarovar Jaipur Rajasthan India,26.88019,75.76517000000001",72
"New Del,28.7123567,77.1820595",7
"New Del,28.60635,77.28867",7
"New Delhi,21.238583364028344,81.67653598494368",9
"New delhi,28.5579774,77.0864797",9
"Nike M,12.9883264,77.6193493",6
"Nirmal Deep Apartments Belghoria,22.698191039954356,88.37848026305436",32
"No 25, 3, 4th Cross Rd, Jai Bhuvaneshwari Layout, Vinayaka Nagar, Devasandra Extension, Krishnarajapura, Bengaluru, Karnataka 560049,13.0251907,77.7128383",132
"No 27, Fir,12.97027,80.22287",10
"No 27, First M,12.97027,80.22287",14
"No 27, First Ms,12.97027,80.22287",15
"No 27, First Msi,12.97027,80.22287",16
"No 27, First Msin Toaf,12.97027,80.22287",22
"No 27, First Msin Toaf,,12.97027,80.22287",23
"No 28 Regen,13.10204,77.63133",11
"No 28 Regenc,13.10204,77.63133",12
"No 28 Regency,13.10204,77.63133",13
"No 28 Regency E,13.10204,77.63133",15
"No 28 Regency En,13.10204,77.63133",16
"No 28 Regency Enc,13.10204,77.63133",17
"No. 51,Vinayaka nagar, 4th cross road Medah,13.0236404,77.7172173",43
"No. 51,Vinayaka nagar, 4th cross road Medahal,13.0236404,77.7172173",45
"Okhla M,28.53776213826459,77.26991215691147",7
"Ola,10.6855397,77.2834733",3
"Om Vihar Crossing Republic,28.609726089404532,77.45756957815681",26
"Om Vihar RCrossing Republic,28.609726089404532,77.45756957815681",27
"OppTaj Mahal Hotel, Narayanaguda, Himayatnagar Hyderabad Telangana India,17.399336,78.492283",72
"OppoTaj Mahal Hotel, Narayanaguda, Himayatnagar Hyderabad Telangana India,17.399336,78.492283",73
"Outer Ring Road(pedha, Sagar Hills Manasa Hills Rajendranagar mandal Hyderabad Telangana India,17.3923291,78.5158123",94
"Pai Layout Daz,13.01199751916218,77.66610757680814",14
"Pai Layout Dazzl,13.01199751916218,77.66610757680814",16
"Palad,19.19857,72.80802",5
"Pali Village Faridabad,28.3675363,77.3358469",22
"Pals,23.027974558300325,72.55654252506272",4
"Pan,28.6393553,77.23503319999999",3
"Pantaloons Ra,25.613021850585927,85.06388854980464",13
"Pantaloons Rajha,25.613021850585927,85.06388854980464",16
"Pantaloons, UK DuKolkata West Bengal India,22.6609328,88.4129914",42
"Panth Ho,28.6393553,77.23503319999999",8
"Par,28.54641,77.33551",3
"Patna,25.5900232,85.1440266",5
"Patuli Fur,22.46899262207826,88.3943078418888",10
"Pazhavanthangal Metro,13.13691,80.21119",21
"Pee,13.01535258181363,77.50700890458783",3
"Peenya Meteo Statio,13.01535258181363,77.50700890458783",19
"Perfect Cans,12.944263215065762,77.57285915416072",12
"Pickup l,13.0034578,77.5721103",8
"Pickup locationaa,26.3530567,85.1159383",17
"Plot No. 9/A, Miyapur Cross Roads, beside Indian Oil Petrol Pump, Kalapuram Basti, Hyderabad, Telangana 500049, India,17.50553,78.38685",117
"Plot No.D-30, Krishna Market, Block D, Lajpat Nagar I, New Delhi, 110024,28.54728,77.13003",72
"Plot No265 V,26.912814314775652,75.81405610433356",12
"Plot No265 Va,26.912814314775652,75.81405610433356",13
"Plot No265 Vasna,26.912814314775652,75.81405610433356",16
"Plot No265 Vasnat Vi,26.912814314775652,75.81405610433356",20
"Plot No265 Vasnat Vihar Ni,26.912814314775652,75.81405610433356",26
"Plot No265 Vasnat Vihar Niwaru,26.912814314775652,75.81405610433356",30
"Pothys, Grand Southern Trunk Road Chambers Colony Chrompethennai Tamil Nadu India,12.87009,80.13133",81
"Power Furniture M,13.002589158852903,77.57201542838",17
"Prem,26.962766,75.7814997",4
"Prestge,12.92929,77.61062",7
"Pun,25.2764342,82.99340749999999",3
"Pun,18.5952407,73.96725409999999",3
"Pun,19.15985756122371,72.94685007437855",3
"Pune,23.567523806652627,72.3729576107565",4
"Pune,18.5606036,73.9533975",4
"Pune,18.61375,73.76705",4
"Punjab & Sind Bank, Asaf Ali Road Kucha Tiku Shah Chandni Chowk New Delhi Delhi India,28.4200471,77.1119101",85
"Puraniks Aldea Anexo,bPune Maharashtra India,18.5078221,73.83434869999999",44
"Puratchi Thalaivar Dr. M.G. Ramachandran Central Railway Station (Chennai,12.8233639,80.0428247",73
"Purra,13.05018,77.6",5
"R A,13.0598829,80.2301564",3
"RL nagar  rel,17.46526,78.65137",13
"RR house ba,13.117583,80.2356872",11
"RR house balaji,13.117583,80.2356872",15
"RTG-26, Royal Tower Market, Shipra Suncity, Indirapuram, Ghaziabad, Uttar Pradesh 201014,28.6150466,77.35876",88
"Rail Bi,28.41905060546311,77.04693909734488",7
"Railway Jun,30.86867365272772,75.85076930621086",11
"Railway Junction C,30.86867365272772,75.85076930621086",18
"Raipur In,18.60791015625,73.90768448348237",9
"Rajadani Bank Barak,17.3776153,78.4749009",19
"Rajadani Bank Baraka,17.3776153,78.4749009",20
"Rajadani Bank Barakathp,17.3776153,78.4749009",23
"Rajender nager road no 13 A,25.6155954,85.129331",27
"Rajistha,17.401439986697504,78.48546048153905",8
"Rajisthani,17.401439986697504,78.48546048153905",10
"Rajisthani Hospital,17.401439986697504,78.48546048153905",19
"Rajkumar College Raipur, Rajkumar College Road Gate 1 Mukut Nagar Raipur Chhattisgarh India,21.2196103,81.622848",91
"Rajrajeshwari Temple,12.9568077,77.5911942",20
"Rajuv gAirport,17.42214,78.337023",14
"Ramati,18.731940673427587,73.84645035786691",6
"Ramatirtha,18.731940673427587,73.84645035786691",10
"Ramaya,12.983248995385033,77.7681814134121",6
"Ramlila ground geeta,28.65374,77.2726551",20
"Ramnta,19.066932342795607,72.86797933280467",6
"Ranga Man,20.27421152651241,85.84490600302473",9
"Rapl,17.47488,78.50587",4
"Rayan H,17.404186596083303,78.40814523449221",7
"Rayan Hote,17.404186596083303,78.40814523449221",10
"Rayan Hotel Vi,17.404186596083303,78.40814523449221",14
"Rece,20.27245063049085,85.78329379149915",4
"Red,13.076750670921198,80.17557787058065",3
"Red hills Road,2nd street, Villivakkam,13.0905193,80.1871036",38
"Rel Thiinn,13.12211631661949,80.0757301401101",10
"Researc,28.627639342919807,77.03219384126416",7
"Research And Refr,28.627639342919807,77.03219384126416",17
"Revemp,19.099032122720814,73.01927057642443",6
"Ris,28.968469647071647,77.69211572151404",3
"Rish,12.90444,77.52107",4
"Rish,28.968469647071647,77.69211572151404",4
"Rk nagar tattinaram,17.3725346,78.50673",19
"Rk water park swming pull jagatpura Jaipur,26.8866136,75.8108377",42
"Rockford m,18.62237,73.73687",10
"Rockford mahab,18.62237,73.73687",14
"Rohini,28.7185005,77.06498599999999",6
"Rohit Hospitel,26.9167511,75.8170366",14
"Rohit Hospitel dmc aj,26.9167511,75.8170366",21
"Royal Moments banquet, Kirti Nagar Main Road WHS Block A Kirti Nagar Industrial Area Kirti Nagar New Delhi Delhi India,28.6848914,77.1902611",118
"Rrf,17.4872672,78.3751166",3
"Rustu,19.1197237,72.8462085",5
"Rustumjee Cen,19.1197237,72.8462085",13
"Rustumjee Central,19.1197237,72.8462085",17
"S R N Hospital Choraha, Medical Chauraha North Malaka Civil LPrayagraj Uttar Pradesh India,25.4073995282609,81.84773099551494",90
"S7ri,17.36661,78.46615",4
"SSN College Girls,13.05568,80.15837",17
"Sadashiv Peth,chimne Pune Maharashtra India,18.6511712,73.8422379",43
"Sae,20.36309,85.8328",3
"Sagar Building Pra,19.09715,72.8402",18
"Sahal Bh,12.954820594253237,77.70719582629259",8
"Sai Sudheer En,17.4197557,78.43289879999999",14
"Sai Sudheer Eng,17.4197557,78.43289879999999",15
"Saikrushna park,behind pune jilha madhyavarti bank , dange chowk,18.6172968,73.7161356",64
"Sale,20.36309,85.8328",4
"Salepu,20.36309,85.8328",6
"Salepur Market,20.36309,85.8328",14
"Sameuddhi,18.60259,73.76741",9
"Santi,10.047432622967776,76.27328741057543",5
"Santi,22.66542,88.39379",5
"Sardar Street Head P,28.44656182762403,77.0734458193482",20
"Sardar Street Head Post Office Gurgaon,28.44656182762403,77.0734458193482",38
"Saritavihar,28.603387220267543,77.3897408457378",11
"Saritavihar L Bl,28.603387220267543,77.3897408457378",16
"Sath,12.99411,77.67971",4
"Satteli,13.122211508647679,77.63059493476965",7
"Savet,13.045978490274953,80.0730389077962",5
"Sawl,28.65227,77.20172",4
"Sbi ka,19.012329,72.8440105",6
"Sbi kaka,19.012329,72.8440105",8
"School P,28.49041,77.17873",8
"Sdc Aa,26.802690626242697,75.82302319399363",6
"Secror 1,28.496590119641777,77.43452863750147",8
"Secror 143 Metro St,28.496590119641777,77.43452863750147",19
"Secror 143 Metro Station,28.496590119641777,77.43452863750147",24
"Sector V Met,22.577004230893746,88.44456548760662",12
"Semmenchery, SH 49A, opposite to Sathyabama University, Semmancheri, Chennai, Tamil Nadu 600119, India,12.8736441,80.2269046",102
"Seven Sl,19.08356881810616,73.00678457403065",8
"Shalimar Station Kolkata,17.4225351,78.4549636",24
"Shalimar bhag ber,28.7080825,77.1045713",17
"Shankar gadh ki puliya,27.1412598,78.0335899",22
"Shankarr gadh ki puliya,27.1412598,78.0335899",23
"Shantivan society l,18.5026155,73.7981622",19
"Shastradha,30.295944814598517,78.0288450234365",10
"Shatrga,22.492620667736244,88.33959134187711",7
"Shayam,23.033263228476056,72.56547028304033",6
"Shipoorji,22.573959350585938,88.43529508255821",9
"Shivagange,12.89918,77.64112",10
"Shive P,26.8650935,75.7577009",7
"Shive Par,26.8650935,75.7577009",9
"Shr,22.71720088906475,75.85829212179436",3
"Shradha Hospital R,23.027984458743482,72.64362237523929",18
"Shradha Hospital Ranip,23.027984458743482,72.64362237523929",22
"Shradha Hospital Ranip Near Sw,23.027984458743482,72.64362237523929",30
